country,location,disaster_type,disaster_subtype,start_year,start_month,total_deaths,no_affected,total_affected,total_damage_usd,total_damage_adjusted_usd
Philippines,"Cebu Isl. (Carmen, Danao City)",Storm,Tropical cyclone,2017,4,10,850,860,2000000.0,2559000.0
Philippines,"National Capital Region (Valenzuela, Quezon, Manila, Malabon, Paranaque, Makati), Ilocos (Pangasinan, La Union, Ilocos Norte, Ilocos Sur), Central Luzon (Balagtas, Meycauayan, Marilao-Bulacan, MacabebeBrgy. Sto. Rosario - City of San Fernando -Pampanga), Calabarzon (Cavite, Rizal), Cordillera Administrative Region (CAR) (Benguet, Baguio city, Abra,Mt Province, Ifugao)",Storm,Tropical cyclone,2017,7,,7339,7339,174920.0,224000.0
Philippines,"Ilocos, Cagayan Valley, Central Luzon, Cordillera Regions",Storm,Tropical cyclone,2017,8,,3400,3400,,
Philippines,"Central Luzon, Calabarzon (Laguna, Quezon, Cavite, Rizal), the National Capital region (Metro Manila)",Storm,Tropical cyclone,2017,9,26,7465,9110,5300000.0,6783000.0
Philippines,"Bacolod, Sipalay, Bago, Talisay, La Carlota, Hinobaan, Binalbagan, Pontevedra (Negros Occidental province-Western Visayas Region)",Flood,Flash flood,2017,9,,8000,8000,,
Philippines,"Mimaropa (Puerto Princesa City, Palawan), Western Visayas (Negros occidental), Central Visayas (Negros oriental, Siquijor), Zamboanga peninsula (Zamboanga city, Zamboanga del Norte, Zamboanga del Sur, Zamboanga del Sibugay), Caraga (Agusan del Norte), the Autonomous Region of Muslim Mindanao (Maguindanao), Soccksargen (Sultan Kudarat) regions",Storm,Tropical cyclone,2017,10,9,163349,163349,3400000.0,4351000.0
Philippines,"southern Luzon: Batangas (San Juan town), Palawan (Busuanga town), Camarines Sur (Barangay Sibaguan near Sagnay town, Lagonoy), Albay, Camarines Norte (Vinzons, Mercedes), Oriental Mindoro (Calapan city), Laguna - Calabarzon, Mimaropa, and Bicol Regions",Storm,Tropical cyclone,2017,11,6,305,305,,
Philippines,"Bicol (Albay,Camarines Norte,Camarines Sur, Masbate, Sorsogon), Western Visayas (Aklan, Capiz, Iloilo), Central Visayas (Cebu), Eastern Visayas (Biliran, Leyte, Samar, Eastern Samar, Northern Samar,Southern Leyte), Caraga (Dinagat Island, Surigao del Norte), Southern Tagalog (Marinduque, Oriental Mindoro, Palawan, Romblon)",Storm,Storm (General),2017,12,91,1861250,1861328,71901000.0,92014000.0
Philippines,"Valencia, (Mindanao),Salvador, Sapad, Dalama village (Tubod) (Lanao del Norte), Piagapo, Sibuco,Tugaya, Marawi (Lanao del Sud), Zamboanga del Norte, Zamboanga Sibugay, Cagayan de Oro (Misamis Oriental)",Storm,Storm (General),2017,12,58,871757,923757,50000000.0,63987000.0
Philippines,"Aklan, Capiz (Region VI); Bohol, Cebu (Region VII); Camiguin, Lanao del NOrte, Misamis Oriental (Region X); Agusan del NOrte, Dinagat Isl., Surigao del Norte , Surigao del Sur (Caraga)",Storm,Tropical cyclone,2018,1,3,83908,83917,12292000.0,15355000.0
Philippines,"Bicol, Dvao, Eastern Visayas, NOrthern Mindanao, Western Visayas",Flood,Flood (General),2018,1,11,180000,180000,,
Philippines,"Palawan (Mimaropa); Capiz, Iloilo, Negros occidental (Region IV - Western Visayas); Bohol, Cebu, Negros Oriental, Siquijor (Region VII - Central Visayas); Biliran, Eastern Samar, Leyte, Samar, Southern Leyte (Region VII - Eastern Visayas); Agusan del Norte, Dinagat Isl., Surigao del Norte, Surigao del Sur (REgion XIII - Caraga)",Storm,Tropical cyclone,2018,2,,254859,254859,3070000.0,3835000.0
Philippines,,Storm,Tropical cyclone,2018,7,16,2231101,2231101,88000000.0,109932000.0
Philippines,"Apayao, Benguet, Cagayan, Kalinga, Isabela, Abra, Ilocos Norte and Ilocos Sur",Storm,Tropical cyclone,2018,9,84,3800000,3800138,32033000.0,40016000.0
Philippines,"I, III, CAR, NCR, and CALABARZON",Storm,Tropical cyclone,2018,9,5,1709511,1709511,19000000.0,23735000.0
Philippines,"Ilocos norte, Ilocos Sur, la Union, Pangasinan (Region 1 - Ilocos); Cagayan, Isabela, Nueva Vizcaya, Quirino (Region II - Cagayan Valley); Aurora, Nueva Ecija, Tarlac, Zambales (Region III - Central Luzon); Northern Samar (REgion VIII - Eastern Visayas); Abra, Apayao, Benguet, Ifugao, Kalinga, Mountain province (CAR)",Storm,Tropical cyclone,2018,10,12,253298,253300,305000000.0,381014000.0
Philippines,"Regions IV-A (Calabarzon), IV-B (Mimaropa), V (Bicol), and VIII (Eastern Visayas)",Storm,Tropical cyclone,2018,12,182,1015958,1016063,106753000.0,133359000.0
Philippines,"Agusan del Norte, Agisan del Sur, Dinaga Isl., Surigao del Norte, Surigao del Sur (Region XIII - Caraga)",Storm,Tropical cyclone,2019,1,,13160,13160,,
Philippines,"MIMAROPA Region, Region IX, Region XII, BARMM, Metro Manilla",Drought,Drought,2019,3,,16000,16000,25600000.0,31411000.0
Philippines,"Datu Salibo and Sultan sa Barongis municipalities (Maguindanao Province, Mindanao Island)",Flood,Flood (General),2019,6,,45000,45000,,
Philippines,"Cordillera Administrative Region, Ilocos, Cagayan Valley",Storm,Tropical cyclone,2019,7,4,2000,2000,377440000.0,463115000.0
Philippines,Aurora Province,Storm,Tropical cyclone,2019,8,2,61500,61502,,
Philippines,"Cagayan province, north Luzon Island",Storm,Tropical cyclone,2019,11,19,670,673,36000000.0,44172000.0
Philippines,"Romblon Province (Mimaropa region), Camarines Sur Province (Bicol Region)",Storm,Tropical cyclone,2019,11,,3000,3000,,
Philippines,"Aurora, Pampanga, Bataan, Bulacan, Zambales (Region III); Batangas, Cavite, Laguna, Quezon (Calanarzon); Marinduqe, Oriental Mindoro, Occidental Mindoro, Romblon (Mimaropa); Albay, Camarines Norte, Camarines Sur, Catanduanes, Masbate, Sorgoson (Region V); Northern Samar, Eastern Samar, Western Samar, (Region VIII); Surigao del Sur (Caraga); Mountain province (CAR)",Storm,Tropical cyclone,2019,12,4,2305075,2647558,109151000.0,133927000.0
Philippines,"Salcedo, Eastern Samar; Tacloban City, Leyte; Gigantes Islands, Carles, Iloilo; Ibajay, Aklan; Semirara Island, Caluya, Antique; Bulalacao, Oriental Mindoro; Cabucgayan, Biliran; Cagayan Valley, Cordillera Administrative Region",Storm,Tropical cyclone,2019,12,63,3296877,3297246,15722000.0,19291000.0
Philippines,"Calabazon, Eastern Visayas, Cordillera Administrative Region provinces",Storm,Tropical cyclone,2020,5,5,578571,578740,31100000.0,37694000.0
Philippines,"Visayas, Bicol, northern Mimaropa, southern Calabarzon Provinces",Storm,Tropical cyclone,2020,10,3,250,250,187000.0,227000.0
Philippines,"Regions III, CALABARZON, MIMAROPA, V, VI, VII and VIII",Storm,Tropical cyclone,2020,10,31,888375,888415,87100000.0,105568000.0
Philippines,"Calabarzon, Mimaropa, Bicol Regions; NCR, II, III, V, VIII, CAR regions",Storm,Tropical cyclone,2020,10,31,3355995,3356394,503294000.0,610011000.0
Philippines,"National Capital Region, Quezon, Rizal province",Storm,Tropical cyclone,2020,11,111,514824,514909,421000000.0,510268000.0
Philippines,"Mindanao Island, Leyte Province (Eastern Visayas), Cagayan Valley (north-eastern Luzon Island), Isabela Province (Luzon)",Storm,Tropical cyclone,2020,12,9,36030,36032,2293000.0,2779000.0
Philippines,Cebu province,Mass movement (wet),Landslide (wet),2020,12,10,,11,,
Philippines,"Bicol, Western Visayas and Eastern Visayas Regions",Storm,Severe weather,2021,1,6,37830,37830,,
Philippines,Negros Occidental and Northern Samar Provinces (Visayas); Luzon,Flood,Flash flood,2021,1,2,38160,38160,25000000.0,28941000.0
Philippines,"Bicol, Western and Eastern Visayas Regions",Flood,Flood (General),2021,1,2,261580,261580,,
Philippines,"Eastern Samar, Southern Leyte and Samar Provinces (Eastern Visayas Region)",Flood,Flood (General),2021,2,1,18170,18170,,
Philippines,Caraga Region (northern Mindanao) and Eastern Visayas Region,Storm,Tropical cyclone,2021,2,5,272451,272453,3114000.0,3605000.0
Philippines,"Cagayan Valley, Bicol, Eastern Visayas and Caraga Regions",Storm,Tropical cyclone,2021,4,9,15000,15000,20000000.0,23153000.0
Philippines,"Davao City (Bunawan and Buhangin-B districts, southern Mindanao)",Flood,Flood (General),2021,4,,3280,3280,,
Philippines,,Storm,Tropical cyclone,2021,6,11,21000,21000,11000000.0,12734000.0
Philippines,"Mimaropa, Bicol, Western Visayas, Eastern Visayas, Central Luzon, Western Calabarzon, NCR",Storm,Tropical cyclone,2021,9,17,313373,313397,,
Philippines,"MIMAROPA and Western Visayas Regions, Capiz, Guimaras, Iloilo (Region VI)",Storm,Tropical cyclone,2021,10,3,8048,8048,240000.0,278000.0
Philippines,Governor Generoso and San Isidro Municipalities (Davao Oriental Province),Flood,Flood (General),2021,10,,24166,24166,,
Philippines,"Sur Province (north-western Luzon), Palawan Province (central-western Philippines) Pangasinan Province (central-western Luzon); Regions I, II, III, MIMAROPA, CALABARZON, VI, VIII, CARAGA, Cordillera Administrative Region (CAR) and National Capital Region (NCR)",Storm,Tropical cyclone,2021,10,59,1140534,1140539,75610000.0,87530000.0
Philippines,"Eastern Visayas, Northern Mindanao, Davao, Caraga, Surigao del Norte, Dinagat Islands, Southern Leyte, Bohol, Cebu, Negros Oriental, Palawan, Iliolo",Storm,Tropical cyclone,2021,12,457,10607625,10608996,915271000.0,1059566000.0
Philippines,"Maguindanao Province (Bangsamoro Region, western Mindanao); Agusan del Sur Province (Caraga Region, northern Mindanao); Mamasapano, Agusan del Sur, Davao de Oro and Sarangani provinces",Flood,Flash flood,2022,4,3,1955,1955,,
Philippines,"Davao Region, Northern Mindanao, Leyte, Southern Leyte,Negros Occidental and Iloilo provinces",Storm,Tropical cyclone,2022,4,346,2298780,2298788,41556000.0,44543000.0
Philippines,"Ilocos, Cagayan Valley, Cordillera Administrative Region (CAR), Bicol, and Calabarzon",Storm,Tropical cyclone,2022,8,,7616,7616,,
Philippines,"Region III (Central Luzon), Region IV-A (Calabarzon)",Storm,Storm surge,2022,9,17,913893,913945,56946000.0,61039000.0
Philippines,"Cagayan Valley (the worst-hit), Cordillera Administrative Region (CAR) and Calabarzon",Storm,Tropical cyclone,2022,10,,7000,7000,18000000.0,19294000.0
Philippines,Luzon,Storm,Tropical cyclone,2022,10,,103600,103602,,
Philippines,"Bukidnon Town (Malitbog Province); Tagoloan Municipality, Cagayan De Oro City (Misamis Oriental province, Northern Mindanao Region )",Mass movement (wet),Landslide (wet),2022,10,5,11712,11712,,
Philippines,"Cotabato; Datu Blah Sinsuat (Mindanao Isl.); Virac, Catanduanes, Caramoan, Camarines Sur, Buenavista, Quezon, Santa Cruz, Marinduque, San Juan, Batangas; Region III (Central Luzon), Region VI (Western Visayas), Region VII (Central Visayas), National Capital region (NCR)",Storm,Tropical cyclone,2022,10,158,3323188,3323291,45569000.0,48844000.0
Philippines,"Mimaropa, Bicol, Eastern Visayas, Zamboanga Peninsula, Northern Mindanao, Davao Region and Caraga (Mindanao and Luzon)",Flood,Flood (General),2022,12,70,600000,600016,11000000.0,11791000.0
Philippines,"Lanao del Norte Province (Northern Mindanao Region); Davao de Oro and Davao del Norte provinces; Maguindanao (BARMM Region); Mimaropa Region; Cagayan Valley, Central Luzon, Calabarzon, Bicol, Western Visayas, Eastern Visayas, Zamboanga Peninsula, Soccsksargen, Caraga",Flood,Flood (General),2023,1,52,2143347,2143358,30371000.0,31267000.0
Philippines,"Bicol, Western Visayas, Eastern Visayas, Zamboanga Peninsula, Davao Region, Soccsksargen and Caraga",Flood,Flood (General),2023,2,15,32764,32764,5000000.0,5147000.0
Philippines,Davao City (Davao del Norte); Davao Oriental (Dava Region); Maguidanao del Sur Province (BARMM Region),Flood,Flood (General),2023,2,2,215000,215000,5000000.0,5147000.0
Philippines,"Calabarzon, Mimaropa, Bicol, Davao and Zamboanga Peninsula",Storm,Tropical cyclone,2023,4,,136149,136149,222000.0,229000.0
Philippines,"Ilocos Region, Cagayan Valley, Central Luzon, Western Visayas, CAR and MIMAROPA.",Storm,Tropical cyclone,2023,5,1,30500,30501,,
Philippines,Northern Luzon,Storm,Tropical cyclone,2023,7,2,450,450,,
Philippines,"Luzon Isl., Region 3, 1 (Ilocos), 6, 2 (Cagayan), 12, 5, 11 and 10, CAR, Mimaropa, NCR, Calabarzon, BARMM",Storm,Tropical cyclone,2023,7,39,5385066,5385237,284256000.0,292640000.0
Philippines,,Storm,Tropical cyclone,2023,8,4,900000,900003,33000000.0,33973000.0
Philippines,"Luzon, Batanes and the Babuyan Islands",Storm,Tropical cyclone,2023,10,,275,275,,
Philippines,"Eastern Visayas, Western Visayas and Bicol Regions",Flood,Flood (General),2023,11,2,1157487,1157488,2160000.0,2224000.0
Philippines,"Davao, Northern Mindanao, Caraga, Mimaropa, Western Visayas and Eastern Visayas)",Storm,Tropical cyclone,2023,12,1,425866,425867,42000.0,43000.0
Philippines,"Region X (Northern Mindanao), Region XI (Davao Region), Region XII (Soccsksargen), Region XIII (Caraga)",Flood,Flood (General),2024,1,21,1228003,1228014,30000000.0,30000000.0
Philippines,"Sitio Panlaisan village (Davao Oriental Province, Davao Region, eastern Mindanao Island)",Mass movement (wet),Landslide (wet),2024,1,22,1567339,1567350,65110000.0,65110000.0
Philippines,"Massara, Maco Municipality (Davao de Oro Province, Mindanao Island)",Mass movement (wet),Landslide (wet),2024,2,128,1400000,1400032,50000000.0,50000000.0
Philippines,,Extreme temperature,Heat wave,2024,4,,,34,,
Philippines,"Cagayan Valley, Central Luzon, Calabarzon, Mimaropa, Bicol, and Eastern and Central Visayas.",Storm,Tropical cyclone,2024,5,6,52000,52008,20000000.0,20000000.0
Philippines,"Metro Manilla, Batangas, Cavite, Pampanga and Bulacan provinces; Regions NCR, I, II, III, CALABARZON, MIMAROPA, V, VI, VII, X, and CAR",Storm,Tropical cyclone,2024,7,53,6498918,6498934,211000000.0,211000000.0
Philippines,"Luzon Isl., Isabela province, Visayas",Storm,Tropical cyclone,2024,9,33,3000000,3000022,33000000.0,33000000.0
Philippines,,Storm,Tropical cyclone,2024,9,38,95000,95013,,
Philippines,,Storm,Tropical cyclone,2024,9,12,203000,203011,,
Philippines,Northern Luzon island,Storm,Tropical cyclone,2024,9,4,219000,219008,11000000.0,11000000.0
Philippines,"Luzon, Visayas and northern Mindanao, Camarines Sur, Camarines Norte, Albay, Masbate (Region 5 (Bicol), and Batangas, Laguna, Cavite, and Quezon in Region 4A (Calabarzon)",Storm,Tropical cyclone,2024,10,181,9652607,9652739,373000000.0,373000000.0
Philippines,,Storm,Tropical cyclone,2024,10,,,,,
Philippines,Northern Luzon,Storm,Tropical cyclone,2024,11,1,375000,375001,10000000.0,10000000.0
Philippines,"Aurora, Isabela provinces",Storm,Tropical cyclone,2024,11,,310000,310002,10000000.0,10000000.0
Philippines,"Cagayan, Ilocos, Central Luzon, Calabarzon, Bicol",Storm,Tropical cyclone,2024,11,15,3967000,3967014,100000000.0,100000000.0
Philippines,"Mimaropa, Eastern Visayas, and Bicol regions",Flood,Flood (General),2025,2,7,123000,123000,,
Philippines,,Storm,Tropical cyclone,2025,2,,50678,50678,,
Philippines,"Bangsamoro Autonomous Region, Maguindanao del Sur province (Muslim Mindanao)",Storm,Severe weather,2025,5,,233945,233945,,
Philippines,Zamboanga Peninsula region (Mindanao) and Luzon islands,Flood,Flood (General),2025,6,,192,192,,
Philippines,"Luzon, Zamboanga Peninsula, Davao, Mindanao, and SOCCSKSARGEN regions",Storm,Tropical cyclone,2025,6,3,17516,17517,,
Philippines,,Storm,Tropical cyclone,2025,7,38,11138197,11138205,195000000.0,
Philippines,"Luzon Isl., La Union province, Baguio City, Benguet province, Ilocos Sur, Nueva Vizcaya province",Storm,Tropical cyclone,2025,9,11,690000,690000,300000000.0,
Philippines,,Storm,Tropical cyclone,2025,9,55,4580000,4580041,57000000.0,
Philippines,,Storm,Tropical cyclone,2025,9,1,314000,314000,,
Philippines,Pitogo (Lucon Isl.),Storm,Tropical cyclone,2025,10,9,330000,330001,,
Philippines,"Calabarzon, Mimaropa, Region 5, Region 6, Region 7, Region 8, Region 10, Caraga, and the Negros Islands Region (NIR)",Storm,Tropical cyclone,2025,11,372,5458858,5459360,,
Philippines,"Region 1, Region 2, the Cordillera Administrative Region (CAR), Region 3, Calabarzon, Mimaropa, Region 5, Region 6, Region 7, Region 8, Region 9, the Bangsamoro Autonomous Region in Muslim Mindanao (BARMM), Caraga, and the NIR",Storm,Storm (General),2025,11,34,7660000,7660051,,
Philippines,"Mindanao, southern Visayas and northern Palawan",Storm,Tropical cyclone,2025,11,2,937552,937552,,
Philippines,"Northern Mindanao, Caraga",Storm,Tropical cyclone,2026,2,7,645612,645612,5000000.0,
